show_id,title,sentiment_compound,sentiment_label
s4683,Chicken Soup for the Soul's Being Dad,0.5423,positive
s4684,Maria Bamford: The Special Special Special,0.8442,positive
s4685,Bert Kreischer: Secret Time,0.4657,positive
s4686,GHOUL,-0.8316,negative
s4687,One Last Shot,0.8176,positive
s4688,Take My Brother Away,0.5719,positive
s4689,The After Party,0.7783,positive
s4690,The Innocents,0.1027,positive
s4691,Bareilly Ki Barfi,0.9349,positive
s4692,Mersal,-0.7615,negative
s4693,Mom,-0.765,negative
s4694,Pad Man,-0.1285,negative
s4695,Toilet: Ek Prem Katha,0.0,neutral
s4696,Party Monster: Scratching the Surface,0.743,positive
s4697,Stay Here,0.0,neutral
s4698,The Motive,0.25,positive
s4699,To All the Boys I’ve Loved Before,0.3182,positive
s4700,Yoo Byung Jae: Discomfort Zone,0.296,positive
s4701,Bhavesh Joshi Superhero,0.8658,positive
s4702,For Here or to Go?,-0.4404,negative
s4703,72 Dangerous Animals: Asia,-0.2382,negative
s4704,Afflicted,-0.3182,negative
s4705,All About the Washingtons,-0.0258,neutral
s4706,The Guernsey Literary and Potato Peel Pie Society,0.0,neutral
s4707,The Package,-0.8225,negative
s4708,Zion,0.6848,positive
s4709,Perdida,-0.2732,negative
s4710,The Originals,0.0,neutral
s4711,Pretty Man,-0.0772,negative
s4712,On Children,-0.7906,negative
s4713,2 States,0.6597,positive
s4714,Baaghi,0.8658,positive
s4715,Brij Mohan Amar Rahe,-0.9274,negative
s4716,Flavors of Youth: International Version,0.8271,positive
s4717,Cocaine Coast,0.0,neutral
s4718,Dinotrux Supercharged,0.7184,positive
s4719,Like Father,0.0,neutral
s4720,7 Khoon Maaf,0.7717,positive
s4721,Chillar Party,0.1531,positive
s4722,Fashion,0.714,positive
s4723,Fitoor,-0.4215,negative
s4724,Fiza,-0.8625,negative
s4725,Guzaarish,-0.8934,negative
s4726,Haider,0.0,neutral
s4727,Highway,0.1901,positive
s4728,I Hate Luv Storys,0.6808,positive
s4729,Joker,-0.3182,negative
s4730,Main aurr Mrs. Khanna,-0.3612,negative
s4731,Mohenjo Daro,0.2023,positive
s4732,Raajneeti,0.4215,positive
s4733,Rang De Basanti,0.4215,positive
s4734,Rowdy Rathore,0.8126,positive
s4735,Tamasha,0.0,neutral
s4736,Tere Naal Love Ho Gaya,0.3591,positive
s4737,Thank You,-0.5574,negative
s4738,The Blue Umbrella,-0.128,negative
s4739,Becoming Champions,0.5994,positive
s4740,Being Napoleon,-0.0258,neutral
s4741,Invisible,0.0,neutral
s4742,Switched,-0.1779,negative
s4743,The Could’ve-Gone-All-the-Way Committee,-0.296,negative
s4744,A Very Secret Service,-0.7964,negative
s4745,SWORDGAI The Animation,-0.4939,negative
s4746,Da Kath & Kim Code,0.765,positive
s4747,Kath & Kimderella,0.3818,positive
s4748,Kath and Kim,-0.4404,negative
s4749,The Mansion,0.5719,positive
s4750,Coco y Raulito: Carrusel de ternura,0.8934,positive
s4751,El Chapo,0.1531,positive
s4752,Extinction,-0.34,negative
s4753,Smoking,0.8271,positive
s4754,The Bleeding Edge,-0.2732,negative
s4755,Welcome to the Family,-0.5994,negative
s4756,Parmanu: The Story of Pokhran,0.4019,positive
s4757,Iliza Shlesinger: Elder Millennial,0.2023,positive
s4758,The Warning,0.1779,positive
s4759,Amazing Interiors,0.2263,positive
s4760,Dark Tourist,-0.4767,negative
s4761,Duck Duck Goose,-0.34,negative
s4762,Father of the Year,0.2023,positive
s4763,Home: Adventures with Tip & Oh,0.6124,positive
s4764,Jimmy: The True Story of a True Idiot,0.3182,positive
s4765,Luna Petunia: Return to Amazia,0.4767,positive
s4766,Nothing to Lose,0.2732,positive
s4767,El club de los buenos infieles,-0.6808,negative
s4768,Camarón Revolution,0.0,neutral
s4769,Camarón: The Film,-0.7845,negative
s4770,GODZILLA City on the Edge of Battle,-0.4588,negative
s4771,Going for Gold,0.7964,positive
s4772,The Joel McHale Show with Joel McHale,0.5859,positive
s4773,Meteor Garden,0.9246,positive
s4774,How It Ends,-0.8402,negative
s4775,Jim Jefferies: This Is Me Now,0.4019,positive
s4776,Romina,-0.9201,negative
s4777,Mossad 101,0.7076,positive
s4778,Baby Ballroom,0.875,positive
s4779,Drug Lords,-0.7841,negative
s4780,Mr. Sunshine,0.0,neutral
s4781,First Team: Juventus,0.9118,positive
s4782,Luciano Mellera: Infantiloide,0.8074,positive
s4783,The Legacy of a Whitetail Deer Hunter,0.4973,positive
s4784,The Skin of the Wolf,-0.2263,negative
s4785,White Fang,0.6597,positive
s4786,Sommore: Chandelier Status,0.4588,positive
s4787,Felipe Esparza: They're Not Going to Laugh at You,0.6597,positive
s4788,Joan Rivers: Don't Start with Me,0.5423,positive
s4789,Katt Williams: Kattpacalypse,-0.6815,negative
s4790,King of Peking,-0.3182,negative
s4791,Anthony Kaun Hai?,-0.7964,negative
s4792,Bo Burnham: what.,0.6808,positive
s4793,Chalte Chalte,0.8943,positive
s4794,Deewana Main Deewana,-0.5106,negative
s4795,Duck Butter,0.7096,positive
s4796,I Am Kalam,0.7096,positive
s4797,My Birthday Song,-0.5994,negative
s4798,Namastey London,-0.4215,negative
s4799,NCIS,-0.9042,negative
s4800,Soul Robbers,-0.93,negative
s4801,Tum Milo Toh Sahi,0.2263,positive
s4802,What We Started,0.0,neutral
s4803,Zoo,-0.5859,negative
s4804,Bill Burr: You People Are All the Same,0.6908,positive
s4805,Somewhere Between,-0.875,negative
s4806,The Maus,-0.8625,negative
s4807,Calibre,0.4019,positive
s4808,Churchill’s Secret Agents: The New Recruits,-0.7184,negative
s4809,Jani Dueñas: Grandes fracasos de ayer y hoy,0.3818,positive
s4810,Kiss Me First,0.4019,positive
s4811,Penalty Kick,0.0,neutral
s4812,Recovery Boys,-0.6369,negative
s4813,TAU,0.2732,positive
s4814,Hotel Transylvania,0.7713,positive
s4815,W. Kamau Bell: Private School Negro,0.4019,positive
s4816,Borges,-0.539,negative
s4817,Expelled from Paradise,-0.4019,negative
s4818,"To Each, Her Own",0.7184,positive
s4819,Life Sentence,-0.7184,negative
s4820,Brain on Fire,-0.6808,negative
s4821,Derren Brown: Miracle,-0.5719,negative
s4822,Marvel's Luke Cage,0.8197,positive
s4823,Us and Them,0.6369,positive
s4824,Hannah Gadsby: Nanette,-0.3612,negative
s4825,Club de Cuervos Presents: The Ballad of Hugo Sánchez,0.0,neutral
s4826,Lust Stories,0.6369,positive
s4827,Maktub,-0.3182,negative
s4828,Pacificum: Return to the Ocean,0.2263,positive
s4829,Set It Up,0.2732,positive
s4830,Sunday's Illness,-0.4588,negative
s4831,The last hour,0.5719,positive
s4832,True: Magical Friends,0.8122,positive
s4833,True: Wonderful Wishes,0.807,positive
s4834,Alex Strangelove,0.743,positive
s4835,Ali's Wedding,-0.25,negative
s4836,Franco Escamilla: Por la anécdota,0.5574,positive
s4837,The Staircase,-0.9136,negative
s4838,The Night Shift,-0.4767,negative
s4839,Dinosaur King,-0.6597,negative
s4840,B.A. Pass 2,0.7845,positive
s4841,Bad Genius,-0.1165,negative
s4842,November 13: Attack on Paris,-0.4215,negative
s4843,Outside In,-0.3182,negative
s4844,Pedal the World,0.0,neutral
s4845,Unbreakable Kimmy Schmidt,-0.25,negative
s4846,Arrested Development,-0.128,negative
s4847,The Break with Michelle Wolf,0.6597,positive
s4848,Sara's Notebook,-0.8126,negative
s4849,Something in the Rain,0.3612,positive
s4850,Fernando Sanjiao: Hombre,0.5719,positive
s4851,Ibiza,0.7096,positive
s4852,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,0.7506,positive
s4853,Trollhunters,0.6369,positive
s4854,Mob Psycho 100,0.4215,positive
s4855,Tig Notaro Happy To Be Here,0.8779,positive
s4856,Catching Feelings,-0.25,negative
s4857,Dance & Sing with True,0.8583,positive
s4858,Inspector Gadget,-0.9463,negative
s4859,Katt Williams: American Hustle (The Movie),0.0,neutral
s4860,Food on the Go,0.0,neutral
s4861,Aiyaary,-0.802,negative
s4862,Lupin the 3rd: The Castle of Cagliostro: Special Edition,-0.6597,negative
s4863,Saint Seiya: The Lost Canvas,-0.5859,negative
s4864,Ali Wong: Hard Knock Wife,0.6705,positive
s4865,Spivak,-0.2732,negative
s4866,Bill Nye Saves the World,0.0,neutral
s4867,Carlos Ballarta: Furia Ñera,-0.5719,negative
s4868,Evil Genius,-0.9062,negative
s4869,The Kissing Booth,0.872,positive
s4870,The Who Was? Show,0.5859,positive
s4871,Hari Kondabolu: Warn Your Relatives,0.4215,positive
s4872,My Fuhrer,0.6115,positive
s4873,Family Blood,-0.3182,negative
s4874,Pup Star: World Tour,-0.4588,negative
s4875,A Little Help with Carol Burnett,0.6597,positive
s4876,Anon,-0.296,negative
s4877,Dany Boon: Des Hauts De France,0.0516,positive
s4878,End Game,-0.7717,negative
s4879,Forgive Us Our Debts,-0.8573,negative
s4880,Kong: King of the Apes,-0.1779,negative
s4881,Lo más sencillo es complicarlo todo,0.8807,positive
s4882,Manhunt,-0.9169,negative
s4883,Thi Mai,0.7351,positive
s4884,Si saben cómo me pongo ¿pá qué me invitan?,-0.4939,negative
s4885,Jailbreak,-0.8591,negative
s4886,Ajji,-0.8689,negative
s4887,CIA: Comrade in America,0.1901,positive
s4888,Coffee for All,-0.4767,negative
s4889,Darc,-0.7003,negative
s4890,Despido Procedente,-0.7351,negative
s4891,John Mulaney: Kid Gorgeous at Radio City,0.6249,positive
s4892,My Perfect Romance,0.0,neutral
s4893,Pocoyo & Cars,0.7506,positive
s4894,Pocoyo & The Space Circus,0.3291,positive
s4895,Pocoyo Carnival,0.9118,positive
s4896,Pocoyo Halloween: Space Halloween,0.7783,positive
s4897,Pocoyo Halloween: Spooky Movies,0.5574,positive
s4898,Pocoyo Special Sports,0.8516,positive
s4899,Simon,0.7003,positive
s4900,Sometimes,0.2263,positive
s4901,Spiritual House,0.0,neutral
s4902,The Clapper,0.0,neutral
s4903,Toc Toc,0.0,neutral
s4904,Black Crows,0.0,neutral
s4905,Running Shaadi,0.7579,positive
s4906,The Price of Success,0.6705,positive
s4907,Bobby Kennedy for President,0.0,neutral
s4908,Candy Jar,0.8225,positive
s4909,Goodnight DJ 1,0.1027,positive
s4910,Holy Goalie,0.7906,positive
s4911,Moving On,-0.34,negative
s4912,The Rachel Divide,-0.296,negative
s4913,The Week Of,-0.6705,negative
s4914,Trio and a Bed,0.7783,positive
s4915,海的儿子,0.8885,positive
s4916,Enissa Amani: Ehrenwort,0.5859,positive
s4917,Bill Nye: Science Guy,0.5719,positive
s4918,Fishtronaut: The Movie,0.0,neutral
s4919,Psychokinesis,-0.25,negative
s4920,Kevin James: Never Don't Give Up,-0.1027,negative
s4921,Dude,0.7184,positive
s4922,Kodachrome,0.0,neutral
s4923,Mercury 13,-0.2732,negative
s4924,All The Reasons To Forget,-0.3269,negative
s4925,Charité,0.6808,positive
s4926,The Chalet,0.2023,positive
s4927,The Honeymoon Stand Up Special,0.4404,positive
s4928,Beyond Skyline,-0.25,negative
s4929,Come Sunday,0.0772,positive
s4930,I Am not an Easy Man,0.1027,positive
s4931,The Magic School Bus Rides Again,0.6908,positive
s4932,Pickpockets,-0.5423,negative
s4933,Greg Davies: You Magnificent Beast,-0.513,negative
s4934,AMO,0.5106,positive
s4935,6 Balloons,0.1531,positive
s4936,Amateur,-0.5423,negative
s4937,Orbiter 9,-0.25,negative
s4938,"Ram Dass, Going Home",0.0772,positive
s4939,Seth Rogen's Hilarity for Charity,0.6486,positive
s4940,Sun Dogs,-0.7543,negative
s4941,Todo lo que sería Lucas Lauriente,-0.296,negative
s4942,Troy,0.1027,positive
s4943,Wakfu,0.6705,positive
s4944,Day of the Dead: Bloodline,-0.8442,negative
s4945,Fary Is the New Black,0.7978,positive
s4946,Ittefaq,-0.7003,negative
s4947,Star Trek: The Next Generation,0.5719,positive
s4948,A Sort of Family,0.7003,positive
s4949,Billu,-0.5927,negative
s4950,Fallet,-0.7096,negative
s4951,John Mulaney: New in Town,0.3818,positive
s4952,Loaded,0.8519,positive
s4953,Main Hoon Na,-0.5927,negative
s4954,Metro,-0.9081,negative
s4955,Om Shanti Om,-0.886,negative
s4956,Paheli,0.7506,positive
s4957,Phir Bhi Dil Hai Hindustani,0.4215,positive
s4958,Doctor Foster,-0.8126,negative
s4959,Revolt,-0.6486,negative
s4960,First Match,0.0,neutral
s4961,Happy Anniversary,0.0,neutral
s4962,Rapture,0.7351,positive
s4963,Sofía Niño de Rivera: Selección Natural,0.743,positive
s4964,The Titan,-0.3818,negative
s4965,Trailer Park Boys,-0.8519,negative
s4966,Trailer Park Boys: Countdown to Liquor Day,0.0,neutral
s4967,Trailer Park Boys: The Movie,-0.0772,negative
s4968,Trump: An American Dream,0.5859,positive
s4969,James Acaster: Repertoire,-0.2023,negative
s4970,Birdshot,-0.6808,negative
s4971,"Game Over, Man!",-0.4588,negative
s4972,Layla M.,0.0,neutral
s4973,Paradox,-0.5106,negative
s4974,Requiem,-0.6597,negative
s4975,Roxanne Roxanne,0.0,neutral
s4976,Secret Superstar,-0.3818,negative
s4977,The Standups,0.4767,positive
s4978,Benji,0.128,positive
s4979,Edha,0.765,positive
s4980,Take Your Pills,0.4276,positive
s4981,Wild Wild Country,-0.7184,negative
s4982,Yoo Byung Jae: Too Much Information,0.0,neutral
s4983,In This Corner of the World,-0.3182,negative
s4984,Jag älskar dig: En skilsmässokomedi,-0.7003,negative
s4985,Secret of the Nile,0.7003,positive
s4986,Tabula Rasa,0.1027,positive
s4987,The Art of Loving,0.3612,positive
s4988,Steel Rain,-0.5267,negative
s4989,Children of the Whales,0.0,neutral
s4990,Ricky Gervais: Humanity,0.4019,positive
s4991,Stretch Armstrong: The Breakout,-0.765,negative
s4992,A.I.C.O.,0.6124,positive
s4993,Collateral,-0.8885,negative
s4994,The Outsider,0.296,positive
s4995,Bad Guys: Vile City,0.1258,positive
s4996,Ladies First,-0.6369,negative
s4997,Bullet Head,-0.7964,negative
s4998,Borderliner,-0.8957,negative
s4999,Gad Elmaleh: American Dream,0.5267,positive
s5000,Expedition China,0.4215,positive
s5001,Flint Town,0.0,neutral
s5002,Malena Pichot: Estupidez compleja,0.8668,positive
s5003,Natalia Valdebenito: El especial,0.7783,positive
s5004,Ravenous,-0.1531,negative
s5005,21 Thunder,0.3818,positive
s5006,Adel Karam: Live from Beirut,0.743,positive
s5007,Battle Drone,0.3182,positive
s5008,Dil Se,0.7269,positive
s5009,Guru,0.6908,positive
s5010,Judwaa 2,-0.5023,negative
s5011,Love Beats Rhymes,-0.25,negative
s5012,Schubert In Love,0.0,neutral
s5013,Shubh Aarambh,0.3818,positive
s5014,Something Huge,0.25,positive
s5015,Swades,0.0,neutral
s5016,Swearnet Live,0.25,positive
s5017,Trailer Park Boys Live at the North Pole,0.802,positive
s5018,Trailer Park Boys Live In F**kin' Dublin,-0.4497,negative
s5019,Trailer Park Boys: Say Goodnight to the Bad Guys,-0.5106,negative
s5020,Trailer Park Boys: Xmas Special,0.3612,positive
s5021,Tu Hai Mera Sunday,0.5859,positive
s5022,Yuva,-0.4767,negative
s5023,반드시 잡는다,-0.875,negative
s5024,Derren Brown: The Push,-0.1531,negative
s5025,Marlon Wayans: Woke-ish,-0.7351,negative
s5026,Veronica,-0.7783,negative
s5027,Best Lover,-0.7351,negative
s5028,Marseille,0.1531,positive
s5029,Mute,0.0,neutral
s5030,Seven Seconds,-0.5859,negative
s5031,Hitler's Circle of Evil,-0.6369,negative
s5032,Forgotten,-0.4939,negative
s5033,The Frankenstein Chronicles,-0.8458,negative
s5034,FullMetal Alchemist,0.296,positive
s5035,Agustín Aristarán: Soy Rada,0.3818,positive
s5036,Dragons: Race to the Edge,0.3595,positive
s5037,Everything Sucks!,0.2732,positive
s5038,Irreplaceable You,0.0,neutral
s5039,Re:Mind,-0.745,negative
s5040,Chris Rock: Tamborine,0.6369,positive
s5041,Love Per Square Foot,0.0,neutral
s5042,Seeing Allred,-0.296,negative
s5043,The Ritual,-0.3612,negative
s5044,The Trader (Sovdagari),-0.7269,negative
s5045,When We First Met,0.0,neutral
s5046,Fred Armisen: Standup For Drummers,0.5859,positive
s5047,Valor,-0.5719,negative
s5048,The Cloverfield Paradox,-0.7269,negative
s5049,Coach Snoop,0.5719,positive
s5050,Kavin Jay: Everybody Calm Down!,0.6705,positive
s5051,On Body and Soul,0.2732,positive
s5052,The Bros,0.3818,positive
s5053,Liberated: The New Sexual Revolution,-0.6249,negative
s5054,Newness,0.0,neutral
s5055,Under Arrest,-0.1531,negative
s5056,Expedition Happiness,0.0,neutral
s5057,Jerry Seinfeld: I'm Telling You for the Last Time,0.7351,positive
s5058,Retribution,-0.872,negative
s5059,Holy Camp!,0.8442,positive
s5060,A Futile and Stupid Gesture,0.3182,positive
s5061,Fakkah Fuzz: Almost Banned,0.4215,positive
s5062,Mau Nieto: Viviendo sobrio… desde el bar,-0.1779,negative
s5063,Sebastián Marcelo Wainraich,0.6597,positive
s5064,The Adventures of Puss in Boots,0.9432,positive
s5065,Acts of Vengeance,-0.9201,negative
s5066,Prison Playbook,-0.5106,negative
s5067,Ricardo Quevedo: Hay gente así,-0.4588,negative
s5068,Todd Glass: Act Happy,-0.128,negative
s5069,Countdown to Death: Pablo Escobar,0.0,neutral
s5070,The Shannara Chronicles,-0.0258,neutral
s5071,Love and Hong Kong,0.0,neutral
s5072,Harith Iskander: I Told You So,0.3612,positive
s5073,Step Sisters,0.91,positive
s5074,The Open House,-0.7845,negative
s5075,Bad Day for the Cut,-0.875,negative
s5076,Tiempos de guerra,0.3818,positive
s5077,Arango y Sanint: Ríase el show,-0.1779,negative
s5078,Godzilla,-0.7391,negative
s5079,Katt Williams: Great America,-0.5106,negative
s5080,Alibaba Aur 40 Chor,0.4215,positive
s5081,Pyar Ke Do Pal,-0.2023,negative
s5082,Rip Tide,-0.2263,negative
s5083,Disjointed,0.8658,positive
s5084,Milada,-0.3818,negative
s5085,The Polka King,0.795,positive
s5086,The Reservoir Game,-0.1531,negative
s5087,Tom Segura: Disgraceful,-0.3612,negative
s5088,Alejandro Riaño: Especial de stand up,0.3818,positive
s5089,The House Next Door,-0.5106,negative
s5090,Tundukkan Playboy Itu,0.0772,positive
s5091,Episodes,0.3182,positive
s5092,Before I Wake,-0.5106,negative
s5093,Devilman Crybaby,-0.9136,negative
s5094,Mustang Island,-0.2144,negative
s5095,Eve's Apple,-0.4588,negative
s5096,Fullmetal Alchemist,-0.3291,negative
s5097,Fullmetal Alchemist: Brotherhood,-0.8519,negative
s5098,Lovesick,0.8779,positive
s5099,Pokémon: Indigo League,0.0,neutral
s5100,The Frozen Dead,-0.5994,negative
s5101,Dave Chappelle: Equanimity & The Bird Revelation,0.7351,positive
s5102,Fun Mom Dinner,0.0,neutral
s5103,Goon: Last of the Enforcers,0.5499,positive
s5104,La Mante,-0.4404,negative
s5105,The Climb,0.765,positive
s5106,Wadi,-0.1027,negative
s5107,Bibi & Tina: Tohuwabohu Total,-0.4588,negative
s5108,Mr. Roosevelt,-0.4019,negative
s5109,Todd Barry: Spicy Honey,0.0,neutral
s5110,Part-Time Idol,0.0,neutral
s5111,Creep 2,0.7096,positive
s5112,Myths & Monsters,0.0,neutral
s5113,72 Dangerous Animals: Latin America,0.5267,positive
s5114,Bright,-0.5859,negative
s5115,Desire,0.0,neutral
s5116,48 Christmas Wishes,-0.2263,negative
s5117,Jeremiah Tower: The Last Magnificent,0.6486,positive
s5118,Russell Howard: Recalibrate,0.5574,positive
s5119,The Indian Detective,-0.8271,negative
s5120,"Hello, My Twenties!",0.34,positive
s5121,Cheuk Wan-Chi: Two Night Stand,0.6908,positive
s5122,Christmas Inheritance,0.4939,positive
s5123,Muramba,0.0,neutral
s5124,Pottersville,-0.6486,negative
s5125,Seoul Searching,0.0,neutral
s5126,Wormwood,-0.8316,negative
s5127,Halt and Catch Fire,0.802,positive
s5128,Judd Apatow: The Return,0.6249,positive
s5129,Dawai Asmara,-0.7003,negative
s5130,El Camino Christmas,0.4588,positive
s5131,Jaal,-0.5267,negative
s5132,Shikari,-0.6808,negative
s5133,The Secret,0.7096,positive
s5134,Trolls Holiday Special,0.3851,positive
s5135,Craig Ferguson: Tickle Fight,0.2023,positive
s5136,Jab Harry Met Sejal,0.4404,positive
s5137,Temple,0.2235,positive
s5138,A StoryBots Christmas,-0.2278,negative
s5139,All Hail King Julien,0.875,positive
s5140,Dhia Sofea,0.0,neutral
s5141,DreamWorks Home: For the Holidays,-0.296,negative
s5142,Kantaro: The Sweet Tooth Salaryman,0.4939,positive
s5143,Monster Island,-0.1531,negative
s5144,My Happy Family,-0.3818,negative
s5145,Oggy and the Cockroaches,-0.7964,negative
s5146,Padamu Aku Bersujud,-0.0516,negative
s5147,The Worthy,-0.4767,negative
s5148,TURN: Washington's Spies,-0.5423,negative
s5149,Voyeur,-0.5927,negative
s5150,Man Down,-0.9325,negative
s5151,Broadchurch,-0.4019,negative
s5152,Poster Boys,0.5423,positive
s5153,Cuba and the Cameraman,0.0,neutral
s5154,The Girl from the Song,0.7845,positive
s5155,The Many Faces of Ito,0.0258,neutral
s5156,Trailer Park Boys: Out of the Park: USA,-0.4404,negative
s5157,Bright: The Music Videos,0.1779,positive
s5158,Argon,0.7351,positive
s5159,Barbra: The Music ... The Mem'ries ... The Magic!,0.0,neutral
s5160,Godless,-0.6249,negative
s5161,Beat Bugs: All Together Now,0.7351,positive
s5162,Brian Regan: Nunchucks and Flamethrowers,-0.25,negative
s5163,Saving Capitalism,0.0,neutral
s5164,A Christmas Prince,0.3818,positive
s5165,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",0.0,neutral
s5166,Longmire,-0.7906,negative
s5167,Luna Petunia,0.9001,positive
s5168,Mudbound,-0.8779,negative
s5169,Shot in the Dark,-0.5574,negative
s5170,The Irregular at Magic High School,0.5106,positive
s5171,The Method,0.0862,positive
s5172,DeRay Davis: How to Act Black,0.4019,positive
s5173,Bon Cop Bad Cop 2,0.0,neutral
s5174,Blazing Transfer Students,0.0,neutral
s5175,Glitter Force Doki Doki,0.0,neutral
s5176,Lady Dynamite,0.5423,positive
s5177,Mea Culpa,0.6486,positive
s5178,The Killer,-0.4939,negative
s5179,Fate/Apocrypha,0.4019,positive
s5180,Jerry Seinfeld: Comedian,0.3818,positive
s5181,Project Mc²,0.4939,positive
s5182,The Journey Is the Destination,0.3182,positive
s5183,Let It Fall: Los Angeles 1982-1992,-0.6597,negative
s5184,Mubarakan,-0.3818,negative
s5185,Akulah Balqis,-0.0772,negative
s5186,Alias Grace,-0.5719,negative
s5187,Bandie,-0.6956,negative
s5188,Getaway Plan,0.0,neutral
s5189,Hajwala: The Missing Engine,0.6808,positive
s5190,Pettersson and Findus 2,0.0772,positive
s5191,The Bittersweet,-0.8658,negative
s5192,The Family Court,0.8625,positive
s5193,The Golden Path,-0.6597,negative
s5194,The Little Nyonya,-0.25,negative
s5195,The Truth,-0.5423,negative
s5196,Together,0.8126,positive
s5197,Judah Friedlander: America Is the Greatest Country in the United States,0.4019,positive
s5198,The B-Side: Elsa Dorfman's Portrait Photography,0.0,neutral
s5199,SPF-18,-0.4215,negative
s5200,Pup Star: Better 2Gether,-0.3182,negative
s5201,Beyond Stranger Things,-0.4574,negative
s5202,Joan Didion: The Center Will Not Hold,0.2732,positive
s5203,Strange Weather,0.4215,positive
s5204,The Hateful Eight,-0.5994,negative
s5205,Jack Whitehall: At Large,0.3818,positive
s5206,The Mist,-0.6249,negative
s5207,W1A,0.6369,positive
s5208,1922,-0.8481,negative
s5209,Haters Back Off,0.7684,positive
s5210,One of Us,-0.9062,negative
s5211,The Day I Met El Chapo,0.0,neutral
s5212,Wheelman,-0.0258,neutral
s5213,Wedding Unplanned,0.7777,positive
s5214,Patton Oswalt: Annihilation,-0.6597,negative
s5215,Baadshaho,-0.1779,negative
s5216,In Laws,-0.4019,negative
s5217,Laws of Attraction,0.0,neutral
s5218,Lucknow Central,-0.817,negative
s5219,Belief: The Possession of Janet Moses,-0.5106,negative
s5220,Seven and Me,0.0,neutral
s5221,Singapore,-0.34,negative
s5222,West Coast Customs,0.3008,positive
s5223,Blessed Benefit,0.1027,positive
s5224,Clair Obscur,-0.6597,negative
s5225,"El Especial de Alex Fernández, el Especial",0.6249,positive
s5226,Kingdom of Us,-0.5994,negative
s5227,The Babysitter,-0.296,negative
s5228,The Meyerowitz Stories (New and Selected),-0.1779,negative
s5229,Barakah Meets Barakah,0.0516,positive
s5230,Bomb Scared,-0.3182,negative
s5231,Christina P: Mother Inferior,0.128,positive
s5232,ID-0,0.2516,positive
s5233,Kibaoh Klashers,0.4939,positive
s5234,The Death and Life of Marsha P. Johnson,-0.875,negative
s5235,Rodney Carrington: Here Comes the Truth,0.7964,positive
s5236,26 Years,-0.3182,negative
s5237,Beyblade Burst,0.5267,positive
s5238,Equestria Girls: Tales of Canterlot High,0.0,neutral
s5239,For Your Own Good,-0.1779,negative
s5240,Franca: Chaos and Creation,0.0,neutral
s5241,Generation Iron 2,0.5994,positive
s5242,Ghost Patrol,-0.6597,negative
s5243,Justice in the City,0.8176,positive
s5244,Noddy Toyland Detective,0.6908,positive
s5245,Star Trek: Enterprise,0.0,neutral
s5246,Star Trek: Voyager,0.0,neutral
s5247,Sudden,-0.7351,negative
s5248,The Dream Catchers,0.8442,positive
s5249,The Lion Woman,0.4404,positive
s5250,Verónica,0.3182,positive
s5251,What She Put on the Table,-0.6369,negative
s5252,The Royal House of Windsor,0.2023,positive
s5253,Gerald's Game,-0.6369,negative
s5254,Long Shot,-0.6472,negative
s5255,Mak Cun,0.8481,positive
s5256,Our Souls at Night,-0.3182,negative
s5257,Out of Thin Air,-0.4263,negative
s5258,Paul Hollywood's Big Continental Road Trip,0.5719,positive
s5259,Real Rob,0.2204,positive
s5260,Satu Hari,0.6808,positive
s5261,Much Loved,-0.0258,neutral
s5262,Def Comedy Jam 25,0.6369,positive
s5263,Terrace House: Aloha State,0.3182,positive
s5264,Dark Matter,-0.2732,negative
s5265,Swearnet: The Movie,0.25,positive
s5266,The Bar,-0.8402,negative
s5267,Gaga: Five Foot Two,0.2732,positive
s5268,The Bad Batch,-0.3612,negative
s5269,Jerry Before Seinfeld,0.5423,positive
s5270,Barbie Dolphin Magic,0.7906,positive
s5271,First They Killed My Father,-0.5719,negative
s5272,Strong Island,-0.8537,negative
s5273,VeggieTales in the City,0.8934,positive
s5274,Ghost of the Mountains,0.0,neutral
s5275,Offspring,-0.4588,negative
s5276,Heroin(e),-0.8519,negative
s5277,Jeff Dunham: Relative Disaster,0.2263,positive
s5278,#realityhigh,0.5994,positive
s5279,Apaches,-0.25,negative
s5280,Fabrizio Copano: Solo pienso en mi,0.0,neutral
s5281,Fire Chasers,0.5719,positive
s5282,Joaquín Reyes: Una y no más,0.3818,positive
s5283,Carrie Pilby,0.3818,positive
s5284,Marc Maron: Too Real,0.2263,positive
s5285,No Tomorrow,0.6369,positive
s5286,Reign,0.0,neutral
s5287,Frequency,0.7579,positive
s5288,The Vampire Diaries,-0.3818,negative
s5289,A Boy Name Flora A,0.2263,positive
s5290,A House of Blocks,-0.7269,negative
s5291,Aakhri Adaalat,-0.765,negative
s5292,"Alias JJ, la celebridad del mal",0.1779,positive
s5293,Berserk: The Golden Age Arc II - The Battle for Doldrey,0.8537,positive
s5294,Berserk: The Golden Age Arc III - The Advent,0.1779,positive
s5295,Brother's Shadow,-0.6705,negative
s5296,Chadi Jawani Budhe Nu,-0.4215,negative
s5297,Ek Jaan Hain Hum,-0.1531,negative
s5298,FINAL FANTASY XIV Dad of Light,0.4215,positive
s5299,Gurren Lagann,-0.4588,negative
s5300,High Risk,-0.4767,negative
s5301,Khoon Khoon,-0.7783,negative
